5 124.0 391.0 0xb3661aff 96.0 95.0
5 124.0 391.0 0xb3661aff 97.0 350.0
3 120.0 49.0 0x993300ff 140.0 280.0
3 70.0 49.0 0x993300ff 140.0 25.0
0 38.0 64.0 0xe6b34dff 245.0 125.0
0 38.0 64.0 0xe6b34dff 384.0 125.0
0 38.0 64.0 0xe6b34dff 245.0 380.0
0 38.0 64.0 0xe6b34dff 384.0 380.0
